1 0
2 0.0000072222
3 0.0000033333
4 0.0000055555
5 0.0000116666
6 0.0000266666
7 0.0001138888
8 0.0003186111
9 0.0013541666
10 0.0150844444
11 0.2998752777
12 6.3345663888
13 120.77291000
