1 0
2 0
3 0
4 0
5 0
6 0
7 0 
8 0 
9 264241
10 3951034
11 1776287
12 903872
13 591396
14 1163395
15 1585971
16 997195
17 1096810
18 2177892
19 2177892
20 2176843
21 2176843
22 2176319
23 2202009
24 2176319
25 2201485
