1 1
2 9
3 5
4 13
5 19
6 33
7 167
8 582
9 2166 
10 11700
11 117072
12 889036
13 3202815
14 4588983
15 2702186
16 730903
17 109257
18 11086
19 838
20 60
21 15
22 3
23 1
24 1
25 1

