1 1
2 3
3 7
4 20
5 59
6 208
7 807
8 3415
9 14342
10 55977
11 188704
12 490253
13 854578
14 914375
15 607345
16 274279
17 94086
18 25780
19 5705
20 1121
21 250
22 73
23 27
24 8
25 1

